"Date","Price","Open","High","Low","Vol.","Change %"
"26-01-2014","20,513.85","20,899.03","20,899.03","20,343.78","44.84M","-2.93%"
"19-01-2014","21,133.56","21,083.53","21,409.66","21,001.13","46.12M","0.33%"
"12-01-2014","21,063.62","20,850.54","21,379.29","20,850.54","48.25M","1.47%"
"05-01-2014","20,758.49","20,913.79","20,971.23","20,625.17","43.00M","-0.45%"
"29-12-2013","20,851.33","21,260.15","21,331.32","20,731.33","33.81M","-1.61%"
"22-12-2013","21,193.58","21,080.54","21,235.14","21,010.65","25.30M","0.54%"
"15-12-2013","21,079.72","20,714.26","21,117.99","20,568.70","46.42M","1.76%"
"08-12-2013","20,715.58","21,416.67","21,483.74","20,692.67","59.83M","-1.34%"
"01-12-2013","20,996.53","20,771.27","21,165.60","20,673.62","55.80M","0.98%"
"24-11-2013","20,791.93","20,326.66","20,819.77","20,326.66","45.83M","2.84%"
"17-11-2013","20,217.39","20,570.59","20,934.40","20,137.67","49.80M","-0.89%"
"10-11-2013","20,399.42","20,596.40","20,672.53","20,161.64","42.14M","-1.29%"
"03-11-2013","20,666.15","21,278.08","21,321.53","20,600.90","46.75M","-2.50%"
"27-10-2013","21,196.81","20,696.51","21,293.88","20,493.66","51.74M","2.48%"
"20-10-2013","20,683.52","20,915.76","21,039.42","20,589.72","52.00M","-0.95%"
"13-10-2013","20,882.89","20,534.61","20,932.23","20,375.42","48.43M","1.73%"
"06-10-2013","20,528.59","19,880.94","20,559.69","19,647.88","55.43M","3.08%"
"29-09-2013","19,915.95","19,643.89","20,052.00","19,264.72","47.84M","0.96%"
"22-09-2013","19,727.27","20,060.82","20,199.81","19,658.74","62.38M","-2.65%"
"15-09-2013","20,263.71","19,977.38","20,739.69","19,596.15","62.15M","2.69%"
"08-09-2013","19,732.76","19,448.39","20,055.53","19,444.66","55.92M","2.40%"
"01-09-2013","19,270.06","18,691.83","19,293.96","18,166.17","73.88M","3.49%"
"25-08-2013","18,619.72","18,602.56","18,728.19","17,448.71","93.53M","0.54%"
"18-08-2013","18,519.44","18,587.38","18,587.38","17,759.59","88.89M","-0.42%"
"11-08-2013","18,598.18","18,898.94","19,392.56","18,559.65","52.56M","-1.02%"
"04-08-2013","18,789.34","19,178.06","19,306.51","18,551.35","50.36M","-1.96%"
"28-07-2013","19,164.02","19,714.42","19,751.03","19,078.72","52.46M","-2.96%"
"21-07-2013","19,748.19","20,096.71","20,351.06","19,699.76","48.96M","-1.99%"
"14-07-2013","20,149.85","19,926.10","20,256.60","19,649.58","46.92M","0.96%"
"07-07-2013","19,958.47","19,418.98","19,991.94","19,185.92","38.83M","2.37%"
"30-06-2013","19,495.82","19,352.48","19,640.27","19,147.31","46.87M","0.52%"
"23-06-2013","19,395.81","18,714.06","19,432.94","18,467.16","55.10M","3.31%"
"16-06-2013","18,774.24","19,249.90","19,383.61","18,615.14","55.10M","-2.10%"
"09-06-2013","19,177.93","19,530.35","19,585.75","18,765.53","54.92M","-1.29%"
"02-06-2013","19,429.23","19,859.22","19,860.19","19,395.32","32.65M","-1.68%"
"26-05-2013","19,760.30","19,750.67","20,254.03","19,678.31","43.70M","0.28%"
"19-05-2013","19,704.33","20,277.76","20,443.62","19,568.49","56.58M","-2.87%"
"12-05-2013","20,286.12","20,091.93","20,328.19","19,652.69","41.10M","1.01%"
"05-05-2013","20,082.62","19,571.66","20,119.14","19,554.31","36.01M","2.59%"
"28-04-2013","19,575.64","19,306.67","19,792.00","19,284.40","43.37M","1.50%"
"21-04-2013","19,286.72","18,989.78","19,434.85","18,989.78","36.77M","1.42%"
"14-04-2013","19,016.46","18,196.09","19,058.80","18,144.22","39.52M","4.24%"
"07-04-2013","18,242.56","18,455.80","18,599.14","18,173.31","43.90M","-1.13%"
"31-03-2013","18,450.23","18,890.81","19,060.51","18,389.29","40.73M","-2.05%"
"24-03-2013","18,835.77","18,894.13","18,950.22","18,568.43","38.74M","0.53%"
"17-03-2013","18,735.60","19,282.63","19,378.61","18,669.20","57.24M","-3.56%"
"10-03-2013","19,427.56","19,679.88","19,754.66","19,179.33","44.64M","-1.30%"
"03-03-2013","19,683.23","18,920.90","19,706.03","18,760.41","45.38M","4.04%"
"24-02-2013","18,918.52","19,365.33","19,411.18","18,793.97","48.85M","-2.06%"
"17-02-2013","19,317.01","19,496.25","19,742.42","19,289.70","38.55M","-0.78%"
"10-02-2013","19,468.15","19,517.59","19,723.01","19,381.82","39.64M","-0.09%"
"03-02-2013","19,484.77","19,860.97","19,902.60","19,414.80","44.88M","-1.50%"
"27-01-2013","19,781.19","20,129.00","20,203.66","19,736.45","49.61M","-1.60%"
"20-01-2013","20,103.53","20,132.83","20,163.38","19,884.20","54.24M","0.32%"
"13-01-2013","20,039.04","19,689.09","20,126.55","19,689.09","53.40M","1.91%"
"06-01-2013","19,663.64","19,820.56","19,856.43","19,596.38","43.44M","-0.61%"
"30-12-2012","19,784.08","19,422.59","19,797.44","19,406.17","31.90M","1.74%"
"23-12-2012","19,444.84","19,278.00","19,504.40","19,237.26","27.42M","1.05%"
"16-12-2012","19,242.00","19,290.92","19,520.51","19,149.03","56.24M","-0.39%"
"09-12-2012","19,317.25","19,442.19","19,612.18","19,193.11","42.69M","-0.55%"
"02-12-2012","19,424.10","19,342.83","19,561.87","19,186.24","43.89M","0.44%"
"25-11-2012","19,339.90","18,574.36","19,372.70","18,508.79","36.03M","4.50%"
"18-11-2012","18,506.57","18,349.53","18,567.68","18,255.69","32.77M","1.08%"
"11-11-2012","18,309.37","18,691.02","18,750.92","18,266.76","34.59M","-2.00%"
"04-11-2012","18,683.68","18,749.37","18,973.43","18,656.41","41.42M","-0.38%"
"28-10-2012","18,755.45","18,656.00","18,793.75","18,393.42","41.66M","0.70%"
"21-10-2012","18,625.34","18,655.93","18,812.93","18,558.05","29.47M","-0.30%"
"14-10-2012","18,682.31","18,690.99","18,806.56","18,535.37","36.72M","0.04%"
"07-10-2012","18,675.18","18,969.19","18,969.19","18,581.49","43.24M","-1.39%"
"30-09-2012","18,938.46","18,784.64","19,137.29","18,745.28","67.78M","0.94%"
"23-09-2012","18,762.74","18,756.31","18,869.94","18,552.68","57.76M","0.05%"
"16-09-2012","18,752.83","18,619.90","18,866.87","18,291.93","53.51M","1.56%"
"09-09-2012","18,464.27","17,701.07","18,498.54","17,677.38","53.89M","4.41%"
"02-09-2012","17,683.73","17,465.60","17,701.20","17,250.80","50.26M","1.46%"
"26-08-2012","17,429.56","17,769.44","17,820.07","17,337.61","47.11M","-1.99%"
"19-08-2012","17,783.21","17,705.14","17,972.54","17,705.14","35.38M","0.52%"
"12-08-2012","17,691.08","17,551.69","17,801.39","17,522.10","37.55M","0.76%"
"05-08-2012","17,557.74","17,313.05","17,726.64","17,313.05","61.12M","2.09%"
"29-07-2012","17,197.93","16,919.14","17,291.99","16,919.14","50.47M","2.13%"
"22-07-2012","16,839.19","17,047.73","17,047.73","16,598.48","55.55M","-1.86%"
"15-07-2012","17,158.44","17,241.98","17,318.93","17,038.59","49.01M","-0.32%"
"08-07-2012","17,213.70","17,449.93","17,631.19","17,181.17","43.06M","-1.75%"
"01-07-2012","17,521.12","17,438.68","17,562.89","17,351.50","44.29M","0.52%"
"24-06-2012","17,429.98","17,038.77","17,448.48","16,815.87","46.46M","2.70%"
"17-06-2012","16,972.51","17,039.54","17,109.95","16,636.09","53.33M","0.13%"
"10-06-2012","16,949.83","16,804.89","16,967.76","16,553.47","48.03M","1.38%"
"03-06-2012","16,718.87","15,808.88","16,767.77","15,748.98","59.89M","4.72%"
"27-05-2012","15,965.16","16,289.82","16,544.38","15,933.48","58.81M","-1.56%"
"20-05-2012","16,217.82","16,187.66","16,366.72","15,847.03","54.05M","0.40%"
"13-05-2012","16,152.75","16,318.36","16,390.33","15,809.71","61.96M","-0.86%"
"06-05-2012","16,292.98","16,620.44","16,944.13","16,233.76","58.43M","-3.20%"
"29-04-2012","16,831.08","17,134.19","17,432.33","16,776.72","38.04M","-1.77%"
"22-04-2012","17,134.25","17,347.76","17,444.18","17,019.24","58.58M","-1.38%"
"15-04-2012","17,373.84","17,047.87","17,530.30","17,010.16","54.76M","1.63%"
"08-04-2012","17,094.51","17,407.66","17,407.66","17,027.30","60.46M","-2.24%"
"01-04-2012","17,486.02","17,429.96","17,664.10","17,382.38","30.65M","0.47%"
"25-03-2012","17,404.20","17,377.59","17,439.51","16,920.61","85.56M","0.24%"
"18-03-2012","17,361.74","17,531.47","17,687.01","17,136.50","72.51M","-0.60%"
"11-03-2012","17,466.20","17,772.10","18,040.69","17,426.58","77.83M","-0.21%"
"04-03-2012","17,503.24","17,648.47","17,691.96","17,008.77","66.55M","-0.76%"
"26-02-2012","17,636.80","17,975.19","18,001.35","17,381.64","91.08M","-1.60%"
"19-02-2012","17,923.57","18,303.73","18,523.78","17,848.93","81.49M","-2.00%"
"12-02-2012","18,289.35","17,761.70","18,423.06","17,665.89","107.57M","3.05%"
"05-02-2012","17,748.69","17,741.91","17,890.11","17,579.59","96.02M","0.82%"
"29-01-2012","17,604.96","17,138.04","17,630.53","16,828.33","124.03M","2.15%"
"22-01-2012","17,233.98","16,667.02","17,258.97","16,659.32","64.20M","2.96%"
"15-01-2012","16,739.01","16,086.74","16,788.48","16,037.60","83.23M","3.62%"
"08-01-2012","16,154.62","15,893.30","16,257.34","15,678.30","84.80M","1.81%"
"01-01-2012","15,867.73","15,534.67","16,004.69","15,358.02","86.59M","2.67%"
"25-12-2011","15,454.92","15,782.17","16,049.12","15,406.93","60.06M","-1.80%"
"18-12-2011","15,738.70","15,440.10","15,911.23","15,135.86","96.75M","1.60%"
"11-12-2011","15,491.35","16,354.96","16,360.32","15,425.20","104.02M","-4.45%"
"04-12-2011","16,213.46","16,812.30","17,003.71","16,142.32","61.69M","-3.76%"
"27-11-2011","16,846.83","15,890.80","16,888.84","15,849.57","100.40M","7.34%"
"20-11-2011","15,695.43","16,297.03","16,297.03","15,478.69","95.95M","-4.13%"
"13-11-2011","16,371.51","17,348.52","17,391.99","16,164.99","91.19M","-4.78%"
"06-11-2011","17,192.82","17,593.67","17,658.34","17,096.84","44.15M","-2.11%"
"30-10-2011","17,562.61","17,806.21","17,813.11","17,278.03","84.36M","-1.36%"
"23-10-2011","17,804.80","17,011.06","17,908.13","16,898.60","58.83M","6.07%"
"16-10-2011","16,785.64","17,176.05","17,188.55","16,669.04","69.52M","-1.74%"
"09-10-2011","17,082.69","16,270.07","17,112.45","16,230.77","91.94M","5.24%"
"02-10-2011","16,232.54","16,255.97","16,347.48","15,745.43","72.43M","-1.34%"
"25-09-2011","16,453.76","16,209.19","16,756.08","15,801.01","93.60M","1.80%"
"18-09-2011","16,162.06","16,865.93","17,191.12","16,052.47","79.65M","-4.56%"
"11-09-2011","16,933.83","16,668.25","17,122.54","16,374.68","79.74M","0.40%"
"04-09-2011","16,866.97","16,678.34","17,211.80","16,488.30","68.05M","0.27%"
"28-08-2011","16,821.46","16,080.74","16,989.86","16,068.73","39.08M","6.14%"
"21-08-2011","15,848.83","16,155.99","16,549.21","15,765.53","63.00M","-1.81%"
"14-08-2011","16,141.67","17,015.99","17,035.49","15,987.77","58.66M","-4.14%"
"07-08-2011","16,839.63","16,907.57","17,256.46","16,432.00","82.13M","-2.69%"
"31-07-2011","17,305.87","18,352.23","18,440.07","16,990.91","65.52M","-4.90%"
"24-07-2011","18,197.20","18,753.35","18,944.60","18,131.86","80.83M","-2.80%"
"17-07-2011","18,722.30","18,592.19","18,765.60","18,415.36","50.14M","0.86%"
"10-07-2011","18,561.92","18,823.19","18,936.43","18,326.42","47.98M","-1.57%"
"03-07-2011","18,858.04","18,896.24","19,131.70","18,682.60","56.55M","0.51%"
"26-06-2011","18,762.80","18,132.70","19,031.38","18,132.70","63.95M","2.86%"
"19-06-2011","18,240.68","17,925.17","18,268.95","17,314.38","59.98M","2.07%"
"12-06-2011","17,870.53","18,242.25","18,380.19","17,844.09","68.26M","-2.18%"
"05-06-2011","18,268.54","18,344.27","18,545.95","18,182.90","49.21M","-0.59%"
"29-05-2011","18,376.48","18,319.74","18,672.65","18,199.52","68.71M","0.60%"
"22-05-2011","18,266.10","18,269.06","18,298.64","17,786.13","58.39M","-0.33%"
"15-05-2011","18,326.09","18,492.68","18,492.68","18,020.79","66.22M","-1.11%"
"08-05-2011","18,531.28","18,628.63","18,724.54","18,280.70","54.98M","0.07%"
"01-05-2011","18,518.81","19,224.05","19,253.87","18,160.65","80.70M","-3.23%"
"24-04-2011","19,135.96","19,538.52","19,697.49","19,015.05","60.88M","-2.38%"
"17-04-2011","19,602.23","19,389.74","19,695.98","18,976.19","55.58M","1.11%"
"10-04-2011","19,386.82","19,382.91","19,737.33","19,101.63","44.36M","-0.33%"
"03-04-2011","19,451.45","19,473.93","19,811.14","19,388.42","57.74M","0.16%"
"27-03-2011","19,420.39","18,799.71","19,575.16","18,799.57","70.94M","3.21%"
"20-03-2011","18,815.64","17,984.72","18,858.30","17,792.17","63.93M","5.24%"
"13-03-2011","17,878.81","18,167.10","18,463.84","17,849.53","88.47M","-1.62%"
"06-03-2011","18,174.09","18,361.65","18,583.30","18,058.71","90.89M","-1.69%"
"27-02-2011","18,486.45","17,811.08","18,736.97","17,718.88","103.19M","4.44%"
"20-02-2011","17,700.91","18,238.54","18,457.90","17,469.97","106.11M","-2.80%"
"13-02-2011","18,211.52","17,940.16","18,690.97","17,857.12","102.71M","2.72%"
"06-02-2011","17,728.61","18,135.02","18,180.94","17,295.62","108.05M","-1.55%"
"30-01-2011","18,008.15","18,226.21","18,542.20","17,926.98","107.31M","-2.11%"
"23-01-2011","18,395.97","19,095.69","19,340.99","18,235.45","57.38M","-3.22%"
"16-01-2011","19,007.53","18,911.43","19,167.06","18,779.38","72.07M","0.78%"
"09-01-2011","18,860.44","19,714.42","19,720.43","18,811.96","89.33M","-4.22%"
"02-01-2011","19,691.81","20,621.61","20,664.80","19,629.22","73.99M","-3.98%"
